game,arm,k,unit_beta,raw_beta_equivalent,vector_layer_norm,n_rows,n_parsed,parse_coverage,measure_units,mean,sd,ci_low,ci_high,p_altruistic,p_altruistic_lo,p_altruistic_hi,p_self_interested,p_middle,mean_move_from_zero,mean_move_p,p_altruistic_move_from_zero,p_altruistic_move_excludes_zero,share_trigram_repeated_5x
trust,decision,-3,-31.524925231933594,-5.867006823337164,5.373255252838135,100,95,0.95,dollars sent,8.421052631578947,27.917652063748456,2.73393637022372,14.108168892934174,0.08421052631578947,0.0432881153842945,0.15745213124326723,0.9157894736842105,0.0,-25.027926960257787,1.3919253584049937e-09,-0.25252416756176155,True,0.39
trust,decision,-2,-21.016616821289062,-3.911337882224776,5.373255252838135,100,98,0.98,dollars sent,4.6020408163265305,20.414639883312343,0.5091644251594891,8.694917207493571,0.05102040816326531,0.021987311404024726,0.11392451646034153,0.9387755102040817,0.01020408163265306,-28.846938775510203,6.262572415330896e-15,-0.2857142857142857,True,0.52
trust,decision,-1,-10.508308410644531,-1.955668941112388,5.373255252838135,100,96,0.96,dollars sent,6.734375,24.40523597024126,1.7894145910559356,11.679335408944064,0.0625,0.028956674311051346,0.12970946506441489,0.78125,0.15625,-26.714604591836732,8.069555217292858e-12,-0.274234693877551,True,0.44
trust,decision,0,0.0,0.0,5.373255252838135,100,98,0.98,dollars sent,33.44897959183673,26.62255165606767,28.111495621090107,38.78646356258336,0.336734693877551,0.2509013451362383,0.4348847740871675,0.23469387755102042,0.42857142857142855,0.0,1.0,0.0,False,0.47
trust,decision,1,10.508308410644531,1.955668941112388,5.373255252838135,100,99,0.99,dollars sent,39.26767676767677,13.450269918259883,36.585067730445175,41.95028580490836,0.3333333333333333,0.24823816410788008,0.4308795732480624,0.0,0.6666666666666666,5.818697175840036,0.05518855428632306,-0.003401360544217691,False,0.32
trust,decision,2,21.016616821289062,3.911337882224776,5.373255252838135,100,98,0.98,dollars sent,42.09183673469388,14.211282532931417,39.24265481918109,44.941018650206665,0.3673469387755102,0.2785887752216772,0.46611244664734003,0.01020408163265306,0.6224489795918368,8.642857142857146,0.005220672732207658,0.030612244897959218,False,0.13
trust,decision,3,31.524925231933594,5.867006823337164,5.373255252838135,100,98,0.98,dollars sent,43.234693877551024,12.127162169133266,40.803351663453334,45.666036091648714,0.4489795918367347,0.354283622838111,0.5475245394192032,0.0,0.5510204081632653,9.785714285714292,0.001189876171760955,0.11224489795918369,False,0.02
trust,decision,4,42.033233642578125,7.822675764449552,5.373255252838135,100,98,0.98,dollars sent,45.40816326530612,14.830198179219494,42.43489661201224,48.381429918600006,0.41836734693877553,0.32559186361349046,0.5173011959982126,0.0,0.5816326530612245,11.95918367346939,0.00015243105431328956,0.08163265306122452,False,0.0
trust,decision,5,52.541542053222656,9.77834470556194,5.373255252838135,100,98,0.98,dollars sent,48.16326530612245,15.354702344012312,45.08484221972861,51.24168839251629,0.5204081632653061,0.42260806300816717,0.6166686720889072,0.0,0.47959183673469385,14.714285714285715,4.807733001767317e-06,0.18367346938775514,True,0.0
trust,shuffled-null,-5,-52.541542053222656,-33.44637933691769,1.5709186792373657,100,87,0.87,dollars sent,53.02298850574713,20.772285321471273,48.5958138088386,57.45016320265566,0.7011494252873564,0.5981275415018902,0.7871590936355327,0.011494252873563218,0.28735632183908044,19.574008913910397,7.670721574342938e-08,0.36441473140980535,True,0.79
trust,shuffled-null,0,0.0,0.0,1.5709186792373657,100,98,0.98,dollars sent,33.44897959183673,26.62255165606767,28.111495621090107,38.78646356258336,0.336734693877551,0.2509013451362383,0.4348847740871675,0.23469387755102042,0.42857142857142855,0.0,1.0,0.0,False,0.47
