family,game_id,arm,k,unit_beta,raw_beta_equivalent,vector,vector_sha256_16,vector_layer_norm,rows_csv,n_rows
overfishing,altruism_v3/overfishing,decision,-3,-31.524925231933594,-14.672520948201859,results/crossgame-decision-vectors/vectors/decision_overfishing_response_avg_diff_cellbalanced_relaxed.pt,5f1a184168581fba,2.148569107055664,overfishing/decision/altruism_v3-overfishing_free_layer20_all_unit_coef-31.5249.csv,100
overfishing,altruism_v3/overfishing,decision,4,42.033233642578125,19.563361264269144,results/crossgame-decision-vectors/vectors/decision_overfishing_response_avg_diff_cellbalanced_relaxed.pt,5f1a184168581fba,2.148569107055664,overfishing/decision/altruism_v3-overfishing_free_layer20_all_unit_coef42.0332.csv,100
overfishing,altruism_v3/overfishing,decision,-4,-42.033233642578125,-19.563361264269144,results/crossgame-decision-vectors/vectors/decision_overfishing_response_avg_diff_cellbalanced_relaxed.pt,5f1a184168581fba,2.148569107055664,overfishing/decision/altruism_v3-overfishing_free_layer20_all_unit_coef-42.0332.csv,100
overfishing,altruism_v3/overfishing,decision,5,52.541542053222656,24.45420158033643,results/crossgame-decision-vectors/vectors/decision_overfishing_response_avg_diff_cellbalanced_relaxed.pt,5f1a184168581fba,2.148569107055664,overfishing/decision/altruism_v3-overfishing_free_layer20_all_unit_coef52.5415.csv,100
overfishing,altruism_v3/overfishing,decision,-5,-52.541542053222656,-24.45420158033643,results/crossgame-decision-vectors/vectors/decision_overfishing_response_avg_diff_cellbalanced_relaxed.pt,5f1a184168581fba,2.148569107055664,overfishing/decision/altruism_v3-overfishing_free_layer20_all_unit_coef-52.5415.csv,100
overfishing,altruism_v3/overfishing,shuffled-null,0,0.0,0.0,results/crossgame-per-game-steering/vectors/null_overfishing_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,c46fd0e8d749e6f3,1.3335891962051392,overfishing/shuffled-null/altruism_v3-overfishing_free_layer20_all_unit_coef0.csv,100
overfishing,altruism_v3/overfishing,shuffled-null,5,52.541542053222656,39.39859606146694,results/crossgame-per-game-steering/vectors/null_overfishing_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,c46fd0e8d749e6f3,1.3335891962051392,overfishing/shuffled-null/altruism_v3-overfishing_free_layer20_all_unit_coef52.5415.csv,100
overfishing,altruism_v3/overfishing,shuffled-null,-5,-52.541542053222656,-39.39859606146694,results/crossgame-per-game-steering/vectors/null_overfishing_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,c46fd0e8d749e6f3,1.3335891962051392,overfishing/shuffled-null/altruism_v3-overfishing_free_layer20_all_unit_coef-52.5415.csv,100
dictator,altruism_v3/dictator,decision,0,0.0,0.0,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef0.csv,100
dictator,altruism_v3/dictator,decision,1,10.508308410644531,1.518179908030932,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef10.5083.csv,100
dictator,altruism_v3/dictator,decision,-1,-10.508308410644531,-1.518179908030932,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef-10.5083.csv,100
dictator,altruism_v3/dictator,decision,2,21.016616821289062,3.036359816061864,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef21.0166.csv,100
dictator,altruism_v3/dictator,decision,-2,-21.016616821289062,-3.036359816061864,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef-21.0166.csv,100
dictator,altruism_v3/dictator,decision,3,31.524925231933594,4.554539724092796,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef31.5249.csv,100
dictator,altruism_v3/dictator,decision,-3,-31.524925231933594,-4.554539724092796,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef-31.5249.csv,100
dictator,altruism_v3/dictator,decision,4,42.033233642578125,6.072719632123728,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef42.0332.csv,100
dictator,altruism_v3/dictator,decision,-4,-42.033233642578125,-6.072719632123728,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef-42.0332.csv,100
dictator,altruism_v3/dictator,decision,5,52.541542053222656,7.59089954015466,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef52.5415.csv,100
dictator,altruism_v3/dictator,decision,-5,-52.541542053222656,-7.59089954015466,results/crossgame-decision-vectors/vectors/decision_dictator_response_avg_diff_cellbalanced_relaxed.pt,ecebff3b54f03b46,6.921648979187012,dictator/decision/altruism_v3-dictator_free_layer20_all_unit_coef-52.5415.csv,100
dictator,altruism_v3/dictator,shuffled-null,0,0.0,0.0,results/crossgame-per-game-steering/vectors/null_dictator_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,cc8d21f614419a05,0.8486055135726929,dictator/shuffled-null/altruism_v3-dictator_free_layer20_all_unit_coef0.csv,100
dictator,altruism_v3/dictator,shuffled-null,5,52.541542053222656,61.91515517265357,results/crossgame-per-game-steering/vectors/null_dictator_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,cc8d21f614419a05,0.8486055135726929,dictator/shuffled-null/altruism_v3-dictator_free_layer20_all_unit_coef52.5415.csv,100
dictator,altruism_v3/dictator,shuffled-null,-5,-52.541542053222656,-61.91515517265357,results/crossgame-per-game-steering/vectors/null_dictator_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,cc8d21f614419a05,0.8486055135726929,dictator/shuffled-null/altruism_v3-dictator_free_layer20_all_unit_coef-52.5415.csv,100
trust,altruism_v3/trust,decision,0,0.0,0.0,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef0.csv,100
trust,altruism_v3/trust,decision,1,10.508308410644531,2.2237320097342614,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef10.5083.csv,100
trust,altruism_v3/trust,decision,-1,-10.508308410644531,-2.2237320097342614,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef-10.5083.csv,100
trust,altruism_v3/trust,decision,2,21.016616821289062,4.447464019468523,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef21.0166.csv,100
trust,altruism_v3/trust,decision,-2,-21.016616821289062,-4.447464019468523,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef-21.0166.csv,100
trust,altruism_v3/trust,decision,3,31.524925231933594,6.671196029202784,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef31.5249.csv,100
trust,altruism_v3/trust,decision,-3,-31.524925231933594,-6.671196029202784,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef-31.5249.csv,100
trust,altruism_v3/trust,decision,4,42.033233642578125,8.894928038937046,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef42.0332.csv,100
trust,altruism_v3/trust,decision,-4,-42.033233642578125,-8.894928038937046,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef-42.0332.csv,100
trust,altruism_v3/trust,decision,5,52.541542053222656,11.118660048671307,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef52.5415.csv,100
trust,altruism_v3/trust,decision,-5,-52.541542053222656,-11.118660048671307,results/crossgame-decision-vectors/vectors/decision_trust_response_avg_diff_cellbalanced_relaxed.pt,3c6bc8d94be1d585,4.725528240203857,trust/decision/altruism_v3-trust_free_layer20_all_unit_coef-52.5415.csv,100
trust,altruism_v3/trust,shuffled-null,0,0.0,0.0,results/crossgame-per-game-steering/vectors/null_trust_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,8cf8ff5a7c679204,1.3192237615585327,trust/shuffled-null/altruism_v3-trust_free_layer20_all_unit_coef0.csv,100
trust,altruism_v3/trust,shuffled-null,5,52.541542053222656,39.82761953222402,results/crossgame-per-game-steering/vectors/null_trust_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,8cf8ff5a7c679204,1.3192237615585327,trust/shuffled-null/altruism_v3-trust_free_layer20_all_unit_coef52.5415.csv,100
trust,altruism_v3/trust,shuffled-null,-5,-52.541542053222656,-39.82761953222402,results/crossgame-per-game-steering/vectors/null_trust_response_avg_diff_cellbalanced_relaxed_seed20260821.pt,8cf8ff5a7c679204,1.3192237615585327,trust/shuffled-null/altruism_v3-trust_free_layer20_all_unit_coef-52.5415.csv,100
